table,question,date,response,Total (a),Male (b),Female (c),16-24 (d),18-24 (e),25-34 (f),35-44 (g),45-54 (h),55-64 (i),65+ (j),AB (k),C1 (l),C2 (m),DE (n),Scotland (o),North East (p),North West (q),Yorkshire & Humberside (r),West Midlands (s),East Midlands (t),Wales (u),Eastern (v),London (w),South East (x),South West (y),Northern Ireland (z),NET: England (A),Public (A),Private (B),Opinion Influencer (C),Broadcasters (b),NonBBC broadcasters (c),BBC services (d),Newspapers (e),Officials (f),Social Media (g),YouTube (h),Facebook (i),WhatsApp (j),Closed groups (k),Other online news sources (l),Family/ friends/ local ppl (m),Traditional media (n),Nonmainstream media (o),BBC TV (p),BBC Online (q),Direct from Govt (r),Yes (s),No (t),Drink more water (b),Gargle salt water (c),Eat warm food/ drink (d),Put clothes in sun (e),Natural remedies (f),Drink more lemon juice (g),Inhale steam (h),Theories linking Coronavirus to 5G technology (i),What's true/ false (j),Avoid news (k),Mainstream media exaggerating (l),Positive sides of society (m),Confusion (n),Wash hands 20 secs (o),Outside for essentials (p),Social distancing (q),Yes (r),No (s),Tier 1 (B),Tier 2 (C),Tier 3 (D)
Table 50,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 19th to 21st June 2020,NET: Trust,184,103,80,24,23,37,34,23,27,37,82,55,21,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 50,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 19th to 21st June 2020,5 - Trust completely,41,29,12,7,7,8,7,5,7,7,18,8,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 50,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 19th to 21st June 2020,4,143,75,68,17,16,29,27,18,21,30,64,47,14,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 50,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 19th to 21st June 2020,3,70,37,32,14,13,13,15,6,11,11,29,12,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 50,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 19th to 21st June 2020,2,10,8,2,2,2,-,-,2,3,4,3,4,3,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 50,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 19th to 21st June 2020,1 - Do not trust at all,3,3,-,-,-,1,1,-,-,1,1,1,1,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 50,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 19th to 21st June 2020,NET: Do not trust,13,11,2,2,2,1,1,2,3,5,4,4,5,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 50,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 19th to 21st June 2020,Mean,3.78,3.77,3.79,3.74,3.75,3.83,3.79,3.84,3.77,3.72,3.83,3.81,3.56,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 50,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 19th to 21st June 2020,Standard deviation Standard error,0.79,0.89,0.65,0.8,0.82,0.8,0.74,0.77,0.8,0.85,0.75,0.75,1.01,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 53,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 15th to 17th January 2021,Unweighted base,237,116,121,32,29,37,40,36,33,59,81,91,28,37,20,9,16,14,23,20,9,22,30,43,23,8,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 53,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 15th to 17th January 2021,Weighted base,222,118*,105,34**,30**,34*,34*,36**,31**,54*,72*,80*,35**,35**,16**,8**,13**,11**,23**,19**,8**,20**,26**,42*,27**,8**,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 53,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 15th to 17th January 2021,NET: Trust,166,79,87,31,27,22,22,29,25,37,56,58,25,27,11,6,9,8,18,15,8,14,17,34,21,4,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 53,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 15th to 17th January 2021,5 - Trust completely,55,28,27,12,11,5,6,11,11,10,21,17,8,9,4,3,4,4,3,2,3,5,6,13,7,-,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 53,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 15th to 17th January 2021,4,112,52,60,19,17,17,17,17,14,27,35,41,17,18,8,4,6,4,14,13,4,9,11,21,14,4,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 53,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 15th to 17th January 2021,3,47,33,13,2,2,10,11,6,4,15,13,16,10,8,4,2,3,3,5,2,1,6,8,6,4,3,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 53,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 15th to 17th January 2021,2,8,5,3,1,1,2,1,1,2,1,4,5,-,-,-,1,1,-,-,2,-,-,2,2,1,-,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 53,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 15th to 17th January 2021,1 - Do not trust at all,1,-,1,-,-,-,-,-,-,1,-,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 53,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 15th to 17th January 2021,NET: Do not trust,9,5,4,1,1,2,1,1,2,2,4,6,-,-,1,1,1,-,-,2,-,-,2,2,1,-,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 53,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 15th to 17th January 2021,Mean,3.95,3.86,4.05,4.26,4.25,3.75,3.77,4.09,4.12,3.81,4.02,3.86,3.92,4.05,3.8,4.02,3.86,4.16,3.93,3.78,4.32,3.95,3.79,4.09,4.05,3.58,3.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 53,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 15th to 17th January 2021,Standard deviation Standard error,0.8,0.83,0.76,0.66,0.68,0.79,0.77,0.79,0.85,0.82,0.82,0.86,0.72,0.7,0.98,0.94,0.95,0.82,0.61,0.81,0.66,0.75,0.87,0.8,0.78,0.53,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 53,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 12th to 14th February 2021,Unweighted base,250,124,126,26,22,35,37,38,46,68,109,76,23,42,26,10,28,11,22,21,12,21,48,31,18,2,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 53,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 12th to 14th February 2021,Weighted base,229,112*,117,26**,20**,39**,33**,32*,39*,61*,102*,64*,26**,38*,23**,9**,31**,10**,18**,18**,10**,22**,41*,28**,18**,1**,194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
