table,question,date,response,Total (a),Male (b),Female (c),16-24 (d),18-24 (e),25-34 (f),35-44 (g),45-54 (h),55-64 (i),65+ (j),AB (k),C1 (l),C2 (m),DE (n),Scotland (o),North East (p),North West (q),Yorkshire & Humberside (r),West Midlands (s),East Midlands (t),Wales (u),Eastern (v),London (w),South East (x),South West (y),Northern Ireland (z),NET: England (A),Public (A),Private (B),Opinion Influencer (C),Broadcasters (b),NonBBC broadcasters (c),BBC services (d),Newspapers (e),Officials (f),Social Media (g),YouTube (h),Facebook (i),WhatsApp (j),Closed groups (k),Other online news sources (l),Family/ friends/ local ppl (m),Traditional media (n),Nonmainstream media (o),BBC TV (p),BBC Online (q),Direct from Govt (r),Yes (s),No (t),Drink more water (b),Gargle salt water (c),Eat warm food/ drink (d),Put clothes in sun (e),Natural remedies (f),Drink more lemon juice (g),Inhale steam (h),Theories linking Coronavirus to 5G technology (i),What's true/ false (j),Avoid news (k),Mainstream media exaggerating (l),Positive sides of society (m),Confusion (n),Wash hands 20 secs (o),Outside for essentials (p),Social distancing (q),Yes (r),No (s),18-24 (d),25-34 (e),35-44 (f),45-54 (g),55-64 (h),65+ (i),Tier 1 (B),Tier 2 (C),Tier 3 (D)
Table 108,Which of the following ITV regions do you live in?,ONLINE Fieldwork: 15th to 17th May 2020,Central,277,152,125,31,24,39,41,52,41,74,75,74,57,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 108,Which of the following ITV regions do you live in?,ONLINE Fieldwork: 15th to 17th May 2020,Granada,217,101,116,31,27,43,32,31,30,50,54,62,47,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 108,Which of the following ITV regions do you live in?,ONLINE Fieldwork: 15th to 17th May 2020,London,392,165,226,83,71,72,71,53,60,52,135,107,70,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 108,Which of the following ITV regions do you live in?,ONLINE Fieldwork: 15th to 17th May 2020,Meridian,220,108,112,21,18,40,28,38,39,54,57,70,43,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 108,Which of the following ITV regions do you live in?,ONLINE Fieldwork: 15th to 17th May 2020,STV,158,92,66,17,15,25,29,29,25,33,44,51,21,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 108,Which of the following ITV regions do you live in?,ONLINE Fieldwork: 15th to 17th May 2020,Tyne Tees,83,47,35,5,5,14,13,20,15,16,18,21,21,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 108,Which of the following ITV regions do you live in?,ONLINE Fieldwork: 15th to 17th May 2020,Wales,98,49,49,15,10,18,14,19,12,20,24,24,22,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 108,Which of the following ITV regions do you live in?,ONLINE Fieldwork: 15th to 17th May 2020,West,61,32,29,10,9,19,7,13,4,8,23,11,14,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 108,Which of the following ITV regions do you live in?,ONLINE Fieldwork: 15th to 17th May 2020,Westcountry,106,53,52,19,17,22,10,9,15,31,28,33,27,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 108,Which of the following ITV regions do you live in?,ONLINE Fieldwork: 15th to 17th May 2020,Yorkshire,209,104,106,33,31,23,28,39,27,59,50,63,41,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
