table,question,date,response,Total (a),Male (b),Female (c),16-24 (d),18-24 (e),25-34 (f),35-44 (g),45-54 (h),55-64 (i),65+ (j),AB (k),C1 (l),C2 (m),DE (n),Scotland (o),North East (p),North West (q),Yorkshire & Humberside (r),West Midlands (s),East Midlands (t),Wales (u),Eastern (v),London (w),South East (x),South West (y),Northern Ireland (z),NET: England (A)
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 29th to 31st May 2020,I don't know where the source is from,4,3,1,*,*,2,-,-,1,1,2,1,2,-,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 5th to 7th June 2020,Unweighted base,196,99,97,42,37,34,36,29,27,28,67,59,35,35,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 5th to 7th June 2020,Weighted base,196,101*,94*,57*,51*,33**,29*,21**,26**,30**,65*,58*,35*,37**,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 5th to 7th June 2020,Facebook,88,39,49,25,25,17,19,10,8,7,28,27,16,17,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 5th to 7th June 2020,Twitter,26,16,10,9,8,6,3,4,3,1,13,3,6,4,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 5th to 7th June 2020,Family and friends directly,21,8,13,6,4,6,4,2,2,1,7,6,4,5,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 5th to 7th June 2020,Websites or apps that bring together news from different news providers,19,7,13,5,3,5,2,4,2,2,6,10,1,2,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 5th to 7th June 2020,Instagram,17,11,7,5,5,7,3,1,1,-,8,2,3,4,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 5th to 7th June 2020,YouTube,12,6,6,3,3,2,1,3,2,1,5,3,1,4,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 5th to 7th June 2020,Search engine (e.g. Google),12,10,3,2,2,2,2,2,4,1,2,6,1,4,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 5th to 7th June 2020,BBC - TV,12,10,2,-,-,1,1,2,2,7,4,4,2,2,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 5th to 7th June 2020,WhatsApp,10,5,5,4,3,2,1,1,2,-,6,1,1,3,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 5th to 7th June 2020,"Websites/apps of online news organisations like Buzzfeed, Huffington Post, Vice, etc.",8,5,3,3,3,1,2,1,2,-,1,5,1,1,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 5th to 7th June 2020,WhatsApp group(s),7,4,3,4,4,2,1,-,-,1,5,2,-,1,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 5th to 7th June 2020,Weighted base,196,101*,94*,57*,51*,33**,29*,21**,26**,30**,65*,58*,35*,37**,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 5th to 7th June 2020,“Mid-market tabloids” such as The Daily Mail or Daily Express ( printed ),5,4,1,-,-,1,-,-,1,3,2,1,2,-,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 5th to 7th June 2020,People in your local area/neighbourhood,5,3,1,1,1,1,2,1,1,-,2,1,1,1,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 5th to 7th June 2020,Unspecified social media,5,3,2,1,1,1,1,1,-,1,1,-,2,1,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 5th to 7th June 2020,Direct from NHS website/ email/ text/ post,5,3,2,4,4,-,1,-,-,-,2,3,-,-,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 5th to 7th June 2020,Email,4,3,1,1,1,-,1,-,*,2,1,3,*,-,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 5th to 7th June 2020,Celebrity and/or social media influencer,4,1,3,2,2,1,-,1,1,-,-,2,1,1,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 5th to 7th June 2020,ITV,4,4,-,-,-,-,-,1,1,2,-,-,2,2,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 5th to 7th June 2020,“Mid-market tabloids” such as MailOnline or Express ( online ),3,3,-,-,-,-,-,-,1,2,-,1,2,1,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 5th to 7th June 2020,BBC - Online/ app,3,2,2,-,-,1,1,1,1,-,1,1,1,-,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 5th to 7th June 2020,Snapchat,3,1,2,1,1,1,1,-,-,-,1,1,1,-,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 5th to 7th June 2020,Commercial Radio,3,3,-,1,1,1,1,-,-,-,2,1,-,-,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 5th to 7th June 2020,Advertising,2,1,2,2,2,1,-,-,-,-,-,2,-,-,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 5th to 7th June 2020,Weighted base,196,101*,94*,57*,51*,33**,29*,21**,26**,30**,65*,58*,35*,37**,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 5th to 7th June 2020,Podcasts,2,-,2,2,2,1,-,-,-,-,-,2,-,-,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 5th to 7th June 2020,“Red-top tabloids” such as The Sun or Daily Mirror ( printed ),2,1,1,-,-,-,-,-,2,-,1,1,-,-,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 5th to 7th June 2020,Community radio,2,-,2,2,2,-,-,-,-,-,-,-,2,-,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 5th to 7th June 2020,Facebook messenger,2,1,1,-,-,1,-,1,1,-,1,-,1,1,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 5th to 7th June 2020,Direct from Local health service website/ email/ text/ post,2,-,2,-,-,-,1,-,1,-,1,-,1,-,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 5th to 7th June 2020,BBC - Radio,2,2,-,-,-,1,-,1,-,-,1,1,-,-,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 5th to 7th June 2020,Sky,1,1,-,-,-,1,-,1,-,-,1,1,-,-,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 5th to 7th June 2020,“Red-top tabloids” such as The Sun or Mirror ( online ),1,1,-,-,-,-,-,*,1,-,-,*,-,1,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 5th to 7th June 2020,Official scientists,1,1,1,-,-,-,1,-,-,-,1,1,-,-,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 5th to 7th June 2020,"Non-mainstream news sources such as Russia Today, Breitbart, Swawkbox etc",1,1,-,-,-,-,1,-,-,-,1,-,-,-,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 5th to 7th June 2020,Direct from Local council website/ email/ text/ post,1,1,-,-,-,-,1,-,-,-,1,-,-,-,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 5th to 7th June 2020,Magazines,1,1,-,-,-,1,-,-,-,-,-,1,-,-,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 5th to 7th June 2020,Weighted base,196,101*,94*,57*,51*,33**,29*,21**,26**,30**,65*,58*,35*,37**,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 5th to 7th June 2020,UTV,1,1,-,-,-,-,-,-,-,1,1,-,-,-,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 5th to 7th June 2020,Channel 4,1,-,1,-,-,-,1,-,-,-,1,-,-,-,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 5th to 7th June 2020,Channel 5,1,-,1,-,-,-,1,-,-,-,1,-,-,-,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 5th to 7th June 2020,Direct from World Health Organisation (WHO) website/ email/ text/ post,1,-,1,-,-,-,1,-,-,-,1,-,-,-,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 5th to 7th June 2020,“Broadsheets” such as The Times or Guardian ( online ),1,-,1,-,-,1,-,-,-,-,-,1,-,-,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 5th to 7th June 2020,Other,10,7,3,-,-,3,1,-,2,4,2,2,2,3,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 5th to 7th June 2020,NET: Broadcasters,15,12,2,-,-,2,1,2,4,7,4,5,3,4,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 5th to 7th June 2020,NET: Non-BBC broadcasters,7,6,1,-,-,1,1,2,1,2,2,1,2,2,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 5th to 7th June 2020,NET: BBC services,13,10,2,-,-,1,1,2,2,7,4,4,3,2,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 5th to 7th June 2020,NET: Newspapers (printed and online),11,9,3,-,-,2,-,*,4,5,3,4,4,1,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 5th to 7th June 2020,NET: Officials,8,4,4,4,4,-,3,-,1,-,4,3,1,-,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 5th to 7th June 2020,NET: Social Media,126,60,65,41,39,26,23,14,12,10,43,33,25,25,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 5th to 7th June 2020,Weighted base,196,101*,94*,57*,51*,33**,29*,21**,26**,30**,65*,58*,35*,37**,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 5th to 7th June 2020,NET: Facebook (Facebook and Facebook Messenger),89,40,49,25,25,17,19,11,8,7,28,27,16,17,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 5th to 7th June 2020,NET: WhatsApp (WhatsApp and WhatsApp groups),14,7,6,6,5,3,1,1,2,1,8,2,1,3,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 5th to 7th June 2020,NET: Closed groups,8,5,4,4,4,2,1,1,1,1,5,2,1,2,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 5th to 7th June 2020,NET: Other online news sources,26,11,14,6,4,6,5,4,3,2,8,12,2,3,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 5th to 7th June 2020,NET: Family/friends/ local ppl,26,12,14,7,5,7,6,3,3,1,9,7,5,6,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 5th to 7th June 2020,NET: Traditional media,26,20,7,3,3,3,2,2,8,9,8,8,7,5,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 5th to 7th June 2020,I don't know where the source is from,2,-,2,-,-,-,1,-,-,1,-,1,1,-,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 12th to 15th June 2020,Unweighted base,155,86,69,23,20,36,32,22,23,19,45,46,26,38,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 12th to 15th June 2020,Weighted base,155,84*,71*,23**,21**,38**,29**,25**,21**,18**,44*,43*,32**,36*,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 12th to 15th June 2020,Facebook,84,40,44,15,14,22,14,15,10,9,23,26,15,20,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 12th to 15th June 2020,Twitter,24,19,5,7,7,6,7,3,1,-,4,8,8,4,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 12th to 15th June 2020,Family and friends directly,20,7,14,4,4,10,2,3,-,2,7,4,5,5,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 12th to 15th June 2020,Search engine (e.g. Google),18,9,9,4,3,8,3,1,-,2,3,8,5,2,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 12th to 15th June 2020,YouTube,17,8,10,2,2,3,3,4,-,5,2,8,2,6,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 12th to 15th June 2020,WhatsApp,11,7,4,1,-,3,2,3,-,2,1,7,3,-,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 12th to 15th June 2020,Websites or apps that bring together news from different news providers,10,5,4,1,1,5,-,-,4,-,3,2,4,-,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 12th to 15th June 2020,Instagram,9,3,6,2,2,3,1,3,-,-,1,1,6,1,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 12th to 15th June 2020,People in your local area/neighbourhood,8,4,4,2,2,1,-,1,1,4,1,3,3,1,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 12th to 15th June 2020,"Websites/apps of online news organisations like Buzzfeed, Huffington Post, Vice, etc.",8,4,3,3,3,2,-,1,1,1,5,-,2,1,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 12th to 15th June 2020,“Red-top tabloids” such as The Sun or Daily Mirror ( printed ),7,4,2,-,-,-,3,-,1,2,2,-,3,1,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 12th to 15th June 2020,Weighted base,155,84*,71*,23**,21**,38**,29**,25**,21**,18**,44*,43*,32**,36*,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 12th to 15th June 2020,BBC - Online/ app,6,1,5,-,-,5,-,1,-,-,-,2,3,1,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 12th to 15th June 2020,BBC - TV,6,2,3,-,-,3,-,1,1,-,1,1,1,2,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 12th to 15th June 2020,Celebrity and/or social media influencer,5,2,3,2,2,2,1,1,-,-,2,-,2,1,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 12th to 15th June 2020,“Mid-market tabloids” such as MailOnline or Express ( online ),5,4,2,-,-,-,2,1,1,2,1,-,3,1,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 12th to 15th June 2020,Sky,5,4,1,-,-,2,-,1,1,1,4,1,-,-,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 12th to 15th June 2020,“Red-top tabloids” such as The Sun or Mirror ( online ),5,3,2,4,4,1,-,1,-,-,1,1,3,-,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 12th to 15th June 2020,“Mid-market tabloids” such as The Daily Mail or Daily Express ( printed ),5,4,1,-,-,-,2,-,1,1,3,-,2,-,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 12th to 15th June 2020,Unspecified social media,5,3,2,-,-,2,1,3,-,-,1,2,2,1,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 12th to 15th June 2020,WhatsApp group(s),5,5,-,-,-,1,2,1,1,-,2,1,1,-,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 12th to 15th June 2020,Podcasts,4,-,4,1,1,2,-,-,-,1,1,3,-,-,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 12th to 15th June 2020,Email,4,1,3,-,-,3,-,-,-,1,2,2,-,-,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 12th to 15th June 2020,ITV,4,1,3,1,1,2,-,-,-,1,1,-,1,2,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 12th to 15th June 2020,Weighted base,155,84*,71*,23**,21**,38**,29**,25**,21**,18**,44*,43*,32**,36*,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 12th to 15th June 2020,Channel 5,4,3,1,-,-,3,1,-,-,-,2,-,1,1,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 12th to 15th June 2020,Commercial Radio,4,4,-,-,-,-,2,-,1,-,-,-,4,-,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 12th to 15th June 2020,Facebook messenger,4,3,1,-,-,1,-,-,-,3,1,2,1,-,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 12th to 15th June 2020,“Broadsheets” such as The Times or Guardian ( online ),3,3,-,-,-,-,2,1,-,-,-,-,2,1,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 12th to 15th June 2020,“Broadsheets” such as The Times or Guardian,2,2,-,-,-,-,2,-,-,-,-,-,2,-,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 12th to 15th June 2020,Channel 4,2,1,1,1,1,-,1,-,-,-,-,-,1,1,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 12th to 15th June 2020,"Smart speaker (e.g. Amazon Echo, Google Home)",2,2,-,-,-,1,-,1,-,-,2,-,-,-,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 12th to 15th June 2020,"Non-mainstream news sources such as Russia Today, Breitbart, Swawkbox etc",1,1,1,-,-,1,-,-,-,1,1,-,1,-,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 12th to 15th June 2020,Advertising,1,1,-,-,-,1,-,-,-,-,1,-,-,-,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 12th to 15th June 2020,Direct from NHS website/ email/ text/ post,1,1,-,-,-,-,1,-,-,-,1,-,-,-,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 12th to 15th June 2020,Direct from Local health service website/ email/ text/ post,1,1,-,-,-,-,1,-,-,-,1,-,-,-,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 12th to 15th June 2020,Weighted base,155,84*,71*,23**,21**,38**,29**,25**,21**,18**,44*,43*,32**,36*,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 12th to 15th June 2020,Direct from Local council website/ email/ text/ post,1,1,-,-,-,-,1,-,-,-,1,-,-,-,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 12th to 15th June 2020,Direct from World Health Organisation (WHO) website/ email/ text/ post,1,1,-,-,-,-,1,-,-,-,1,-,-,-,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 12th to 15th June 2020,Other,10,4,6,-,-,1,2,4,1,1,-,1,-,9,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 12th to 15th June 2020,NET: Broadcasters,20,8,12,1,1,12,1,2,1,3,7,4,5,4,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 12th to 15th June 2020,NET: Non-BBC broadcasters,13,8,6,1,1,7,1,1,1,3,7,1,1,3,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 12th to 15th June 2020,NET: BBC services,11,3,8,-,-,8,-,2,1,-,1,3,4,3,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 12th to 15th June 2020,NET: Newspapers (printed and online),17,9,7,4,4,1,3,1,2,5,6,1,7,3,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 12th to 15th June 2020,NET: Officials,1,1,-,-,-,-,1,-,-,-,1,-,-,-,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 12th to 15th June 2020,NET: Social Media,105,57,48,17,15,29,19,19,11,10,28,34,21,23,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 12th to 15th June 2020,NET: Facebook (Facebook and Facebook Messenger),86,42,44,15,14,22,14,15,10,10,23,27,15,20,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 12th to 15th June 2020,NET: WhatsApp (WhatsApp and WhatsApp groups),14,10,4,1,-,3,3,3,1,2,2,8,4,-,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 12th to 15th June 2020,NET: Closed groups,8,7,1,-,-,2,2,1,1,3,3,3,2,-,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 12th to 15th June 2020,NET: Other online news sources,14,7,8,3,3,5,-,1,5,1,5,2,5,1,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 12th to 15th June 2020,Weighted base,155,84*,71*,23**,21**,38**,29**,25**,21**,18**,44*,43*,32**,36*,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 12th to 15th June 2020,NET: Family/friends/ local ppl,26,9,17,6,6,10,2,3,1,5,7,6,7,6,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 12th to 15th June 2020,NET: Traditional media,32,15,17,4,4,12,4,2,4,5,9,5,13,6,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 12th to 15th June 2020,I don't know where the source is from,1,-,1,-,-,1,-,-,-,-,1,-,-,-,,,,,,,,,,,,,
Table 96,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 19th to 21st June 2020,Unweighted base,136,69,67,28,27,27,21,11,18,31,48,33,20,35,,,,,,,,,,,,,
Table 96,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 19th to 21st June 2020,Weighted base,129,61*,68*,26**,25**,25**,18**,15**,19**,26**,40*,33**,22**,34**,,,,,,,,,,,,,
Table 96,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 19th to 21st June 2020,Facebook,53,25,28,9,9,13,9,6,6,10,13,11,12,18,,,,,,,,,,,,,
Table 96,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 19th to 21st June 2020,Family and friends directly,24,11,12,5,5,4,4,4,1,5,2,13,2,6,,,,,,,,,,,,,
Table 96,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 19th to 21st June 2020,Twitter,21,13,7,9,9,4,1,2,4,2,5,4,7,5,,,,,,,,,,,,,
Table 96,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 19th to 21st June 2020,Search engine (e.g. Google),15,7,8,1,1,4,4,1,2,4,6,3,2,4,,,,,,,,,,,,,
