date,confirmed,deaths,recovered,confirmed_diff,deaths_diff,recovered_diff,last_update,active,active_diff,fatality_rate,iso,name,province,lat,long,cities
2020-05-17,36286,1505,31900,152,3,400,2020-05-18 02:32:21,2881,-251,0.0415,DEU,Germany,Nordrhein-Westfalen,51.4332,7.6616,[]
2020-05-17,6486,217,5831,37,1,24,2020-05-18 02:32:21,438,12,0.0335,DEU,Germany,Rheinland-Pfalz,50.1183,7.309,[]
2020-05-17,2709,155,2403,1,0,3,2020-05-18 02:32:21,151,-2,0.0572,DEU,Germany,Saarland,49.3964,7.023,[]
2020-05-17,5122,197,4500,12,0,100,2020-05-18 02:32:21,425,-88,0.0385,DEU,Germany,Sachsen,51.1045,13.2017,[]
2020-05-17,1678,54,1480,2,0,1,2020-05-18 02:32:21,144,1,0.0322,DEU,Germany,Sachsen-Anhalt,51.9503,11.6923,[]
2020-05-17,3000,126,2700,2,0,100,2020-05-18 02:32:21,174,-98,0.042,DEU,Germany,Schleswig-Holstein,54.2194,9.6961,[]
2020-05-17,2725,138,2230,14,1,30,2020-05-18 02:32:21,357,-17,0.0506,DEU,Germany,Thuringen,51.011,10.8453,[]
2020-05-17,1536,0,457,143,0,-152,2020-05-18 02:32:21,1079,295,0.0,DEU,Germany,Unknown,,,[]
2020-05-18,34006,1664,30200,44,11,200,2020-05-19 02:32:18,2142,-167,0.0489,DEU,Germany,Baden-Wurttemberg,48.6616,9.3501,[]
2020-05-18,45863,2306,40260,86,9,200,2020-05-19 02:32:18,3297,-123,0.0503,DEU,Germany,Bayern,48.7904,11.4979,[]
2020-05-18,6474,182,5880,20,0,30,2020-05-19 02:32:18,412,-10,0.0281,DEU,Germany,Berlin,52.52,13.405,[]
2020-05-18,3205,166,2800,1,0,0,2020-05-19 02:32:18,239,1,0.0518,DEU,Germany,Brandenburg,52.4125,12.5316,[]
2020-05-18,1240,38,900,66,1,100,2020-05-19 02:32:18,302,-35,0.0306,DEU,Germany,Bremen,53.0793,8.8017,[]
2020-05-18,5037,232,4500,8,0,0,2020-05-19 02:32:18,305,8,0.0461,DEU,Germany,Hamburg,53.5511,9.9937,[]
2020-05-18,9337,439,8100,20,4,100,2020-05-19 02:32:18,798,-84,0.047,DEU,Germany,Hessen,50.6521,9.1624,[]
