table,question,date,response,Total (a),Male (b),Female (c),16-24 (d),18-24 (e),25-34 (f),35-44 (g),45-54 (h),55-64 (i),65+ (j),AB (k),C1 (l),C2 (m),DE (n),Scotland (o),North East (p),North West (q),Yorkshire & Humberside (r),West Midlands (s),East Midlands (t),Wales (u),Eastern (v),London (w),South East (x),South West (y),Northern Ireland (z),NET: England (A),Public (A),Private (B),Opinion Influencer (C),Broadcasters (b),NonBBC broadcasters (c),BBC services (d),Newspapers (e),Officials (f),Social Media (g),YouTube (h),Facebook (i),WhatsApp (j),Closed groups (k),Other online news sources (l),Family/ friends/ local ppl (m),Traditional media (n),Nonmainstream media (o),BBC TV (p),BBC Online (q),Direct from Govt (r),Yes (s),No (t),Drink more water (b),Gargle salt water (c),Eat warm food/ drink (d),Put clothes in sun (e),Natural remedies (f),Drink more lemon juice (g),Inhale steam (h),Theories linking Coronavirus to 5G technology (i),What's true/ false (j),Avoid news (k),Mainstream media exaggerating (l),Positive sides of society (m),Confusion (n),Wash hands 20 secs (o),Outside for essentials (p),Social distancing (q),Yes (r),No (s),Tier 1 (B),Tier 2 (C),Tier 3 (D)
Table 123,Q12. To what extent do you agree or disagree with the following statements? I am trying to avoid news about Coronavirus,ONLINE Fieldwork: 15th to 17th January 2021,Unweighted base,2115,1003,1112,261,228,325,342,367,332,488,584,640,359,532,186,88,220,166,174,162,105,182,296,296,177,63,1761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 123,Q12. To what extent do you agree or disagree with the following statements? I am trying to avoid news about Coronavirus,ONLINE Fieldwork: 15th to 17th January 2021,Weighted base,2115,1034,1081,292,250,353,328,364,305,473,575,597,429,514,176,84*,234,172,185,152,100*,199,279,289,181,63*,1775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 123,Q12. To what extent do you agree or disagree with the following statements? I am trying to avoid news about Coronavirus,ONLINE Fieldwork: 15th to 17th January 2021,NET: Agree,672,285,387,119,105,157,119,109,70,98,182,188,148,155,51,27,73,68,57,50,29,66,93,77,55,26,566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 123,Q12. To what extent do you agree or disagree with the following statements? I am trying to avoid news about Coronavirus,ONLINE Fieldwork: 15th to 17th January 2021,Strongly agree      (+2),193,95,99,31,26,43,45,29,22,23,57,46,48,42,15,7,23,21,13,17,5,21,27,15,18,10,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 123,Q12. To what extent do you agree or disagree with the following statements? I am trying to avoid news about Coronavirus,ONLINE Fieldwork: 15th to 17th January 2021,Slightly agree      (+1),479,190,288,88,79,114,74,80,48,75,125,142,99,113,36,20,50,47,44,32,24,45,65,62,37,16,403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 123,Q12. To what extent do you agree or disagree with the following statements? I am trying to avoid news about Coronavirus,ONLINE Fieldwork: 15th to 17th January 2021,Neither agree nor    (0) disagree,618,314,304,76,61,110,100,105,94,133,160,170,135,153,49,31,79,44,55,51,29,48,82,75,52,21,518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 123,Q12. To what extent do you agree or disagree with the following statements? I am trying to avoid news about Coronavirus,ONLINE Fieldwork: 15th to 17th January 2021,Slightly disagree   (-1),437,223,214,69,60,62,71,68,67,100,116,137,71,112,44,14,46,33,41,30,20,38,48,74,35,12,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 123,Q12. To what extent do you agree or disagree with the following statements? I am trying to avoid news about Coronavirus,ONLINE Fieldwork: 15th to 17th January 2021,Strongly disagree   (-2),388,213,175,27,24,25,38,82,74,143,117,102,75,94,32,11,36,26,31,21,22,47,57,63,38,4,331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 123,Q12. To what extent do you agree or disagree with the following statements? I am trying to avoid news about Coronavirus,ONLINE Fieldwork: 15th to 17th January 2021,NET: Disagree,825,436,389,96,84,86,109,149,141,243,234,239,147,206,76,25,82,60,72,51,42,85,105,137,73,16,690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 123,Q12. To what extent do you agree or disagree with the following statements? I am trying to avoid news about Coronavirus,ONLINE Fieldwork: 15th to 17th January 2021,Mean,,-0.26,,0.09,0.09,0.25,0.05,,-0.4,-0.56,-0.2,-0.18,-0.06,-0.2,-0.24,,,0.02,-0.18,,-0.3,-0.22,,-0.37,-0.21,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 123,Q12. To what extent do you agree or disagree with the following statements? I am trying to avoid news about Coronavirus,ONLINE Fieldwork: 15th to 17th January 2021,Standard deviation Standard error,1.23,1.23,1.21,1.15,1.16,1.1,1.21,1.25,1.21,1.21,1.26,1.2,1.24,1.21,1.21,1.15,1.19,1.26,1.18,1.2,1.21,1.32,1.26,1.19,1.26,1.14,1.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 124,Q12. To what extent do you agree or disagree with the following statements? I am trying to avoid news about Coronavirus,ONLINE Fieldwork: 12th to 14th February 2021,Unweighted base,2100,1015,1085,267,236,294,323,383,336,497,613,633,319,535,176,86,203,160,183,166,113,193,307,302,145,66,1745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 124,Q12. To what extent do you agree or disagree with the following statements? I am trying to avoid news about Coronavirus,ONLINE Fieldwork: 12th to 14th February 2021,Weighted base,2100,1027,1073,290,248,351,325,361,302,471,571,592,426,510,175,84*,232,171,183,151,100*,198,277,287,179,63*,1762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 124,Q12. To what extent do you agree or disagree with the following statements? I am trying to avoid news about Coronavirus,ONLINE Fieldwork: 12th to 14th February 2021,NET: Agree,749,337,411,129,114,199,116,142,71,92,198,202,184,165,68,29,93,66,59,53,35,60,89,108,62,27,618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 124,Q12. To what extent do you agree or disagree with the following statements? I am trying to avoid news about Coronavirus,ONLINE Fieldwork: 12th to 14th February 2021,Strongly agree      (+2),195,71,123,38,36,57,24,44,11,20,35,55,48,56,18,10,25,17,16,13,8,11,22,32,10,13,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 124,Q12. To what extent do you agree or disagree with the following statements? I am trying to avoid news about Coronavirus,ONLINE Fieldwork: 12th to 14th February 2021,Slightly agree      (+1),554,266,288,91,78,142,91,98,59,72,163,147,135,109,50,19,68,49,42,40,27,49,67,76,52,15,463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 124,Q12. To what extent do you agree or disagree with the following statements? I am trying to avoid news about Coronavirus,ONLINE Fieldwork: 12th to 14th February 2021,Neither agree nor    (0) disagree,558,284,273,82,71,68,88,98,84,137,140,173,106,140,49,14,48,47,45,48,25,49,84,84,52,12,471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 124,Q12. To what extent do you agree or disagree with the following statements? I am trying to avoid news about Coronavirus,ONLINE Fieldwork: 12th to 14th February 2021,Slightly disagree   (-1),455,217,238,62,51,54,74,73,78,113,136,128,75,116,39,21,57,33,39,28,19,48,65,56,37,12,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 124,Q12. To what extent do you agree or disagree with the following statements? I am trying to avoid news about Coronavirus,ONLINE Fieldwork: 12th to 14th February 2021,Strongly disagree   (-2),339,188,151,16,11,29,47,47,69,130,98,89,62,90,19,20,34,25,40,22,20,41,39,40,28,11,289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 124,Q12. To what extent do you agree or disagree with the following statements? I am trying to avoid news about Coronavirus,ONLINE Fieldwork: 12th to 14th February 2021,NET: Disagree,794,405,389,78,63,83,121,121,148,242,234,218,137,205,58,41,91,58,79,50,39,89,104,96,65,23,673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 124,Q12. To what extent do you agree or disagree with the following statements? I am trying to avoid news about Coronavirus,ONLINE Fieldwork: 12th to 14th February 2021,Mean,,-0.18,*ab,0.25,0.31,0.41,,0.05,-0.45,-0.55,-0.17,-0.08,0.08,-0.14,0.05,-0.28,-0.03,*v,-0.24,-0.04,-0.16,-0.3,-0.11,0.02,-0.12,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 124,Q12. To what extent do you agree or disagree with the following statements? I am trying to avoid news about Coronavirus,ONLINE Fieldwork: 12th to 14th February 2021,Standard deviation Standard error,1.22,1.2,1.23,1.11,1.09,1.17,1.18,1.22,1.15,1.17,1.19,1.2,1.24,1.25,1.16,1.36,1.25,1.21,1.27,1.17,1.26,1.21,1.16,1.21,1.15,1.4,1.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 113,Q12. To what extent do you agree or disagree with the following statements? I am trying to avoid news about Coronavirus,ONLINE Fieldwork: 7th to 9th August 2020,Unweighted base,2120,1031,1089,252,219,339,351,389,311,478,605,573,429,513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 113,Q12. To what extent do you agree or disagree with the following statements? I am trying to avoid news about Coronavirus,ONLINE Fieldwork: 7th to 9th August 2020,Weighted base,2120,1037,1083,292,251,354,328,365,305,475,577,598,430,515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 113,Q12. To what extent do you agree or disagree with the following statements? I am trying to avoid news about Coronavirus,ONLINE Fieldwork: 7th to 9th August 2020,NET: Agree,618,275,342,118,106,134,107,112,55,91,160,170,132,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 113,Q12. To what extent do you agree or disagree with the following statements? I am trying to avoid news about Coronavirus,ONLINE Fieldwork: 7th to 9th August 2020,Strongly agree      (+2),158,81,78,22,22,39,35,32,8,22,36,36,32,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 113,Q12. To what extent do you agree or disagree with the following statements? I am trying to avoid news about Coronavirus,ONLINE Fieldwork: 7th to 9th August 2020,Slightly agree      (+1),459,195,265,96,84,95,72,80,47,69,123,134,99,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 113,Q12. To what extent do you agree or disagree with the following statements? I am trying to avoid news about Coronavirus,ONLINE Fieldwork: 7th to 9th August 2020,Neither agree nor    (0) disagree,659,321,337,93,77,128,112,114,92,120,167,181,157,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 113,Q12. To what extent do you agree or disagree with the following statements? I am trying to avoid news about Coronavirus,ONLINE Fieldwork: 7th to 9th August 2020,Slightly disagree   (-1),471,235,235,54,48,62,76,79,86,115,130,145,82,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 113,Q12. To what extent do you agree or disagree with the following statements? I am trying to avoid news about Coronavirus,ONLINE Fieldwork: 7th to 9th August 2020,Strongly disagree   (-2),373,205,168,28,20,30,34,60,72,149,121,102,60,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 113,Q12. To what extent do you agree or disagree with the following statements? I am trying to avoid news about Coronavirus,ONLINE Fieldwork: 7th to 9th August 2020,NET: Disagree,844,440,404,81,68,92,110,138,158,264,250,247,142,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 113,Q12. To what extent do you agree or disagree with the following statements? I am trying to avoid news about Coronavirus,ONLINE Fieldwork: 7th to 9th August 2020,Mean,,-0.28,,0.11,0.16,0.14,,,-0.54,-0.63,-0.3,-0.24,,-0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 113,Q12. To what extent do you agree or disagree with the following statements? I am trying to avoid news about Coronavirus,ONLINE Fieldwork: 7th to 9th August 2020,Standard deviation Standard error,1.18,1.2,1.16,1.09,1.09,1.1,1.14,1.19,1.09,1.2,1.2,1.16,1.13,1.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 115,Q12. To what extent do you agree or disagree with the following statements? I am trying to avoid news about Coronavirus,ONLINE Fieldwork: 9th to 11th October 2020,Unweighted base,2189,1062,1127,268,237,337,362,371,330,521,627,625,385,552,196,87,242,172,200,169,101,199,293,277,187,66,1826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 115,Q12. To what extent do you agree or disagree with the following statements? I am trying to avoid news about Coronavirus,ONLINE Fieldwork: 9th to 11th October 2020,Weighted base,2189,1070,1119,302,261,365,339,376,315,491,595,617,444,532,183,87*,242,178,191,157,104*,206,289,299,187,66*,1837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 115,Q12. To what extent do you agree or disagree with the following statements? I am trying to avoid news about Coronavirus,ONLINE Fieldwork: 9th to 11th October 2020,NET: Agree,656,271,385,120,107,158,110,94,72,102,153,211,126,166,49,19,63,60,58,54,37,59,93,89,53,21,548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 115,Q12. To what extent do you agree or disagree with the following statements? I am trying to avoid news about Coronavirus,ONLINE Fieldwork: 9th to 11th October 2020,Strongly agree      (+2),201,83,119,41,38,58,32,30,19,21,48,63,39,52,14,7,15,22,13,20,16,15,38,22,14,5,166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 115,Q12. To what extent do you agree or disagree with the following statements? I am trying to avoid news about Coronavirus,ONLINE Fieldwork: 9th to 11th October 2020,Slightly agree      (+1),454,188,266,78,69,101,78,64,53,81,105,148,87,114,35,12,48,39,45,34,22,44,55,66,39,16,382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 115,Q12. To what extent do you agree or disagree with the following statements? I am trying to avoid news about Coronavirus,ONLINE Fieldwork: 9th to 11th October 2020,Neither agree nor    (0) disagree,600,302,298,91,82,91,95,122,79,122,163,139,140,158,61,30,64,50,55,39,17,59,78,81,55,13,509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 115,Q12. To what extent do you agree or disagree with the following statements? I am trying to avoid news about Coronavirus,ONLINE Fieldwork: 9th to 11th October 2020,Slightly disagree   (-1),486,247,239,54,43,82,74,84,80,113,148,134,89,115,27,23,55,40,46,34,22,46,63,60,51,20,418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 115,Q12. To what extent do you agree or disagree with the following statements? I am trying to avoid news about Coronavirus,ONLINE Fieldwork: 9th to 11th October 2020,Strongly disagree   (-2),447,250,197,37,30,33,60,76,85,155,132,133,89,93,46,16,61,27,32,30,28,42,54,70,29,12,361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 115,Q12. To what extent do you agree or disagree with the following statements? I am trying to avoid news about Coronavirus,ONLINE Fieldwork: 9th to 11th October 2020,NET: Disagree,933,497,436,91,73,116,134,160,165,267,279,267,178,208,73,38,115,68,78,64,50,88,117,130,80,32,779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 115,Q12. To what extent do you agree or disagree with the following statements? I am trying to avoid news about Coronavirus,ONLINE Fieldwork: 9th to 11th October 2020,Mean,,-0.37,,0.11,0.16,0.18,,,-0.5,-0.61,-0.35,-0.2,-0.23,,-0.3,-0.33,-0.41,,-0.2,,-0.24,-0.27,,-0.3,-0.23,-0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 115,Q12. To what extent do you agree or disagree with the following statements? I am trying to avoid news about Coronavirus,ONLINE Fieldwork: 9th to 11th October 2020,Standard deviation Standard error,1.25,1.23,1.25,1.21,1.2,1.21,1.23,1.2,1.22,1.21,1.23,1.3,1.22,1.22,1.25,1.15,1.23,1.24,1.18,1.31,1.43,1.22,1.29,1.25,1.16,1.25,1.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
