table,question,date,response,Total (a),Male (b),Female (c),16-24 (d),18-24 (e),25-34 (f),35-44 (g),45-54 (h),55-64 (i),65+ (j),AB (k),C1 (l),C2 (m),DE (n),Scotland (o),North East (p),North West (q),Yorkshire & Humberside (r),West Midlands (s),East Midlands (t),Wales (u),Eastern (v),London (w),South East (x),South West (y),Northern Ireland (z),Public (A),Private (B),Opinion Influencer (C),Broadcasters (b),NonBBC broadcasters (c),BBC services (d),Newspapers (e),Officials (f),Social Media (g),YouTube (h),Facebook (i),WhatsApp (j),Closed groups (k),Other online news sources (l),Family/ friends/ local ppl (m),Traditional media (n),Nonmainstream media (o),BBC TV (p),BBC Online (q),Direct from Govt (r),Yes (s),No (t),Drink more water (b),Gargle salt water (c),Eat warm food/ drink (d),Put clothes in sun (e),Natural remedies (f),Drink more lemon juice (g),Inhale steam (h),Theories linking Coronavirus to 5G technology (i),What's true/ false (j),Avoid news (k),Mainstream media exaggerating (l),Positive sides of society (m),Confusion (n),Wash hands 20 secs (o),Outside for essentials (p),Social distancing (q),Yes (r),No (s),18-24 (d),25-34 (e),35-44 (f),45-54 (g),55-64 (h),65+ (i)
Table 246,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,Podcasts,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,2,2,1,3,3,3,3,3,4,3,4,5,5,5,-,,,,,,
Table 246,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,ITV Wales,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,-,1,1,1,-,1,2,1,1,1,4,-,4,4,4,4,-,,,,,,
Table 246,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,UTV,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,1,-,1,-,1,1,1,2,1,3,1,4,3,4,4,-,,,,,,
Table 246,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,Community radio,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-,-,-,2,-,2,2,3,1,-,4,1,3,4,3,4,-,,,,,,
Table 246,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,"Websites/apps of online news organisations like Buzzfeed, Huffington Post, Vice, etc.",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-,-,1,-,-,-,1,4,1,2,3,2,3,3,4,4,-,,,,,,
Table 246,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,"Smart speaker (e.g. Amazon Echo, Google Home)",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-,-,1,1,-,-,1,1,1,2,3,4,3,3,3,4,-,,,,,,
Table 246,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,Weighted base,2058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198,163,139,128,265,116,100*,681,761,675,429,1650,473,1848,1943,1990,2056,-**,,,,,,
Table 246,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,“Red-top tabloids” such as The Sun or Mirror ( online ),3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,2,1,1,1,1,1,1,3,2,3,3,3,3,-,,,,,,
Table 246,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,Direct from Northern Ireland Government website/ email/ text/ post,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,1,-,1,-,-,-,-,2,-,3,-,3,2,3,3,-,,,,,,
Table 246,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,Snapchat,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,2,1,2,-,1,2,1,3,3,-,,,,,,
Table 246,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,Direct from Wales Government website/ email/ text/ post,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,1,-,1,-,-,-,-,-,-,1,2,-,2,2,2,2,-,,,,,,
Table 246,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,S4C,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-,-,-,1,-,-,-,-,-,-,2,-,2,2,2,2,-,,,,,,
Table 246,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,Cool FM,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,1,1,1,1,-,-,1,1,1,-,,,,,,
Table 246,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,RTÉ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,1,-,-,-,1,-,1,1,1,1,-,,,,,,
Table 246,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,"Non-mainstream news sources such as Russia Today, Breitbart, Swawkbox etc",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,-,1,-,-,1,1,-,1,1,-,1,-,,,,,,
Table 246,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,Apple iMessage,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-,-,1,1,-,-,1,-,-,1,1,1,1,1,-,1,-,,,,,,
Table 246,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,BBC Alba,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,
Table 246,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,Weighted base,2058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198,163,139,128,265,116,100*,681,761,675,429,1650,473,1848,1943,1990,2056,-**,,,,,,
Table 246,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,None of them have made me alter my behaviour,1507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,87,76,75,159,68,50,451,530,484,282,1205,314,1342,1437,1464,1506,-,,,,,,
Table 246,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,NET: Broadcasters,354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,45,37,29,68,25,27,144,149,107,74,297,103,326,333,346,354,-,,,,,,
Table 246,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,NET: Non-BBC broadcasters,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,21,21,15,26,17,13,53,53,38,25,104,39,118,117,121,124,-,,,,,,
Table 246,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,NET: BBC services,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,36,26,21,55,19,21,118,117,87,60,242,76,261,271,280,286,-,,,,,,
Table 246,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,NET: Newspapers (printed and online),45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,9,17,4,4,20,22,11,13,40,15,41,42,42,45,-,,,,,,
Table 246,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,NET: Officials,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,29,23,21,47,23,18,93,75,72,57,154,50,169,175,179,181,-,,,,,,
Table 246,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,NET: Social Media,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,13,13,13,17,11,11,32,30,22,19,60,21,69,67,70,73,-,,,,,,
Table 246,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,NET: Facebook (Facebook and Facebook Messenger),38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,8,9,8,9,7,4,12,15,13,10,31,8,36,37,38,38,-,,,,,,
Table 246,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,NET: WhatsApp (WhatsApp and WhatsApp groups),19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6,7,6,6,3,7,8,5,9,7,17,7,19,17,17,19,-,,,,,,
Table 246,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,NET: Closed groups,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,6,4,3,5,3,4,4,4,4,10,6,13,12,12,13,-,,,,,,
Table 246,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,NET: Other online news sources,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,5,5,5,5,3,8,9,8,11,19,11,20,19,19,21,-,,,,,,
Table 246,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,Weighted base,2058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198,163,139,128,265,116,100*,681,761,675,429,1650,473,1848,1943,1990,2056,-**,,,,,,
Table 246,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,NET: Family/friends/ local ppl,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,12,14,12,17,7,7,40,37,19,14,68,22,69,71,71,73,-,,,,,,
Table 246,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,NET: Traditional media,381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,50,40,31,73,29,31,156,163,116,84,318,112,350,357,369,381,-,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 3rd to 5th April 2020,Unweighted base,2104,1055,1049,270,239,340,292,361,333,508,512,600,457,535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 3rd to 5th April 2020,Weighted base,2103,1028,1075,289,255,346,326,361,305,475,573,592,429,509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 3rd to 5th April 2020,BBC - TV,621,297,323,88,75,67,76,115,101,174,193,171,130,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 3rd to 5th April 2020,Direct from Government website/ email/ text/ post,284,127,157,47,42,65,44,57,33,40,82,86,65,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 3rd to 5th April 2020,Direct from NHS website/ email/ text/ post,220,96,124,37,29,42,39,37,25,40,60,75,41,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 3rd to 5th April 2020,Family and friends directly,198,72,126,43,33,32,36,24,21,43,64,55,36,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 3rd to 5th April 2020,ITV,197,91,106,29,23,23,25,36,31,54,54,47,42,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 3rd to 5th April 2020,BBC - Online/ app,192,103,89,44,43,43,29,27,24,25,65,66,40,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 3rd to 5th April 2020,Sky,130,63,67,20,18,28,21,20,16,25,30,46,25,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 3rd to 5th April 2020,Newspapers (online),107,51,56,22,16,20,18,11,10,25,28,37,24,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 3rd to 5th April 2020,BBC - Radio,102,59,43,12,12,9,17,21,16,28,31,36,18,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 3rd to 5th April 2020,Direct from World Health Organisation (WHO) website/ email/ text/ post,84,38,46,18,18,16,16,14,8,10,32,28,10,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 3rd to 5th April 2020,Newspapers (printed),76,47,29,3,2,10,9,6,10,36,24,19,17,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 3rd to 5th April 2020,Weighted base,2103,1028,1075,289,255,346,326,361,305,475,573,592,429,509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 3rd to 5th April 2020,Facebook,75,34,41,15,15,25,12,15,3,5,15,18,16,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 3rd to 5th April 2020,Official scientists,71,35,36,3,2,12,11,17,10,19,20,22,8,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 3rd to 5th April 2020,Websites or apps that bring together news from different news providers,57,31,26,10,10,14,9,11,8,5,20,15,12,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 3rd to 5th April 2020,Email,53,30,23,13,10,14,9,6,5,6,23,15,12,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 3rd to 5th April 2020,Channel 4,52,28,23,7,5,6,10,7,5,16,20,11,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 3rd to 5th April 2020,Direct from Local council website/ email/ text/ post,51,22,30,3,3,10,10,15,7,6,14,12,8,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 3rd to 5th April 2020,Commercial Radio,51,29,22,6,5,8,10,11,5,11,16,8,11,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 3rd to 5th April 2020,Search engine (e.g. Google),50,23,27,13,12,13,5,9,1,7,16,11,7,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 3rd to 5th April 2020,Direct from Local health service website/ email/ text/ post,47,23,24,4,4,4,8,8,8,14,10,16,8,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 3rd to 5th April 2020,Twitter,40,26,13,13,11,15,7,3,1,-,13,12,8,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 3rd to 5th April 2020,YouTube,39,28,11,11,10,11,7,7,*,2,13,8,6,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 3rd to 5th April 2020,"Websites/apps of online news organisations like Buzzfeed, Huffington Post, Vice, etc.",31,21,10,14,13,3,5,5,4,1,7,10,5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 3rd to 5th April 2020,Weighted base,2103,1028,1075,289,255,346,326,361,305,475,573,592,429,509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 3rd to 5th April 2020,WhatsApp,26,13,13,7,7,7,9,-,1,2,16,2,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 3rd to 5th April 2020,People in your local area/neighbourhood,22,13,9,3,3,3,5,5,2,5,8,6,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 3rd to 5th April 2020,Podcasts,22,14,8,8,6,6,6,2,*,-,10,1,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 3rd to 5th April 2020,Channel 5,21,11,11,1,1,3,3,4,2,7,2,7,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 3rd to 5th April 2020,Advertising,20,11,9,4,4,6,3,3,2,2,6,7,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 3rd to 5th April 2020,Instagram,19,8,11,9,8,6,2,-,*,1,9,6,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 3rd to 5th April 2020,WhatsApp group(s),17,11,6,4,4,6,3,1,2,-,10,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 3rd to 5th April 2020,UTV,17,4,12,2,2,-,5,6,3,2,4,6,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 3rd to 5th April 2020,Facebook messenger,15,8,7,4,4,4,5,1,-,2,6,1,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 3rd to 5th April 2020,STV,15,9,6,-,-,2,2,7,2,2,4,4,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 3rd to 5th April 2020,ITV Wales,12,3,9,3,2,1,2,4,2,-,2,2,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 3rd to 5th April 2020,Snapchat,9,5,3,3,2,4,1,1,-,-,2,3,3,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 3rd to 5th April 2020,"Smart speaker (e.g. Amazon Echo, Google Home)",7,3,4,2,1,1,1,4,-,-,-,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 3rd to 5th April 2020,Weighted base,2103,1028,1075,289,255,346,326,361,305,475,573,592,429,509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 3rd to 5th April 2020,Apple iMessage,3,2,1,1,1,-,-,1,-,1,-,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 3rd to 5th April 2020,"Non-mainstream news sources such as Russia Today, Breitbart, Swawkbox etc",3,1,2,-,-,-,-,2,1,-,1,-,-,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 3rd to 5th April 2020,Other,22,11,11,3,3,3,2,7,2,4,9,5,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 3rd to 5th April 2020,None of them have made me alter my behaviour,894,443,451,100,92,136,142,154,135,226,218,257,182,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 3rd to 5th April 2020,NET: Broadcasters,858,409,449,130,112,116,125,145,134,208,253,244,177,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 3rd to 5th April 2020,NET: Non-BBC broadcasters,350,163,187,55,45,50,52,61,49,85,93,92,71,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 3rd to 5th April 2020,NET: BBC services,731,357,374,110,96,92,100,126,116,187,226,211,153,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 3rd to 5th April 2020,NET: Newspapers (printed and online),170,91,79,25,17,30,25,17,19,55,50,51,37,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 3rd to 5th April 2020,NET: Officials,469,216,253,70,59,86,71,93,63,85,126,148,91,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 3rd to 5th April 2020,NET: Social Media,129,70,60,36,32,40,23,18,3,8,43,30,25,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 3rd to 5th April 2020,NET: Facebook (Facebook and Facebook Messenger),84,39,45,17,17,27,14,16,3,7,19,19,16,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 3rd to 5th April 2020,NET: WhatsApp (WhatsApp and WhatsApp groups),38,22,16,9,9,12,11,1,2,2,23,5,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 3rd to 5th April 2020,Weighted base,2103,1028,1075,289,255,346,326,361,305,475,573,592,429,509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 3rd to 5th April 2020,NET: Closed groups,34,19,14,8,8,10,7,3,2,3,16,6,3,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 3rd to 5th April 2020,NET: Other online news sources,81,47,34,19,18,15,13,16,12,6,26,23,14,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 3rd to 5th April 2020,NET: Family/friends/ local ppl,204,77,127,43,33,35,36,25,22,43,68,56,37,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q6. Altered behaviour over last week,ONLINE Fieldwork: 3rd to 5th April 2020,NET: Traditional media,911,443,468,140,120,135,133,152,135,215,267,257,190,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 7th to 10th May 2020,Unweighted base,2095,1034,1061,266,236,363,297,341,328,500,690,589,356,460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 76,Q6. Altered behaviour over last week,ONLINE Fieldwork: 7th to 10th May 2020,Weighted base,2088,1027,1061,283,244,345,323,357,303,477,575,594,419,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
