date,area_type,area_code,area_name,metric,metric_name,value
2020-06-30,region,E12000006,East of England,newCasesBySpecimenDate,New cases by specimen date,34.0
2020-06-30,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,130.0
2020-06-30,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,52.0
2020-06-30,region,E12000009,South West,newCasesBySpecimenDate,New cases by specimen date,18.0
2020-06-30,region,E12000008,South East,newCasesBySpecimenDate,New cases by specimen date,59.0
2020-06-30,region,E12000003,Yorkshire and The Humber,newCasesBySpecimenDate,New cases by specimen date,113.0
2020-06-30,region,E12000001,North East,newCasesBySpecimenDate,New cases by specimen date,11.0
2020-07-01,region,E12000009,South West,newCasesBySpecimenDate,New cases by specimen date,24.0
2020-07-01,region,E12000003,Yorkshire and The Humber,newCasesBySpecimenDate,New cases by specimen date,131.0
2020-07-01,region,E12000008,South East,newCasesBySpecimenDate,New cases by specimen date,68.0
2020-07-01,region,E12000005,West Midlands,newCasesBySpecimenDate,New cases by specimen date,50.0
2020-07-01,region,E12000002,North West,newCasesBySpecimenDate,New cases by specimen date,113.0
2020-07-01,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,121.0
2020-07-01,region,E12000006,East of England,newCasesBySpecimenDate,New cases by specimen date,39.0
2020-07-01,region,E12000001,North East,newCasesBySpecimenDate,New cases by specimen date,7.0
2020-07-01,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,43.0
2020-07-02,region,E12000002,North West,newCasesBySpecimenDate,New cases by specimen date,96.0
2020-07-02,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,106.0
2020-07-02,region,E12000001,North East,newCasesBySpecimenDate,New cases by specimen date,9.0
2020-07-02,region,E12000009,South West,newCasesBySpecimenDate,New cases by specimen date,11.0
2020-07-02,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,43.0
2020-07-02,region,E12000008,South East,newCasesBySpecimenDate,New cases by specimen date,60.0
2020-07-02,region,E12000005,West Midlands,newCasesBySpecimenDate,New cases by specimen date,55.0
2020-07-02,region,E12000003,Yorkshire and The Humber,newCasesBySpecimenDate,New cases by specimen date,104.0
2020-07-02,region,E12000006,East of England,newCasesBySpecimenDate,New cases by specimen date,64.0
2020-07-03,region,E12000002,North West,newCasesBySpecimenDate,New cases by specimen date,96.0
2020-07-03,region,E12000008,South East,newCasesBySpecimenDate,New cases by specimen date,60.0
2020-07-03,region,E12000001,North East,newCasesBySpecimenDate,New cases by specimen date,8.0
2020-07-03,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,108.0
2020-07-03,region,E12000005,West Midlands,newCasesBySpecimenDate,New cases by specimen date,39.0
2020-07-03,region,E12000009,South West,newCasesBySpecimenDate,New cases by specimen date,8.0
2020-07-03,region,E12000003,Yorkshire and The Humber,newCasesBySpecimenDate,New cases by specimen date,108.0
2020-07-03,region,E12000006,East of England,newCasesBySpecimenDate,New cases by specimen date,59.0
2020-07-03,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,38.0
2020-07-04,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,85.0
2020-07-04,region,E12000009,South West,newCasesBySpecimenDate,New cases by specimen date,9.0
2020-07-04,region,E12000003,Yorkshire and The Humber,newCasesBySpecimenDate,New cases by specimen date,77.0
2020-07-04,region,E12000001,North East,newCasesBySpecimenDate,New cases by specimen date,9.0
2020-07-04,region,E12000008,South East,newCasesBySpecimenDate,New cases by specimen date,29.0
2020-07-04,region,E12000005,West Midlands,newCasesBySpecimenDate,New cases by specimen date,23.0
2020-07-04,region,E12000002,North West,newCasesBySpecimenDate,New cases by specimen date,72.0
2020-07-04,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,32.0
2020-07-04,region,E12000006,East of England,newCasesBySpecimenDate,New cases by specimen date,42.0
2020-07-05,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,52.0
2020-07-05,region,E12000006,East of England,newCasesBySpecimenDate,New cases by specimen date,37.0
2020-07-05,region,E12000003,Yorkshire and The Humber,newCasesBySpecimenDate,New cases by specimen date,92.0
2020-07-05,region,E12000009,South West,newCasesBySpecimenDate,New cases by specimen date,17.0
