table,question,date,response,Total (a),Male (b),Female (c),16-24 (d),18-24 (e),25-34 (f),35-44 (g),45-54 (h),55-64 (i),65+ (j),AB (k),C1 (l),C2 (m),DE (n),Scotland (o),North East (p),North West (q),Yorkshire & Humberside (r),West Midlands (s),East Midlands (t),Wales (u),Eastern (v),London (w),South East (x),South West (y),Northern Ireland (z),NET: England (A)
Table 102,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 9th to 11th October 2020,Websites or apps that bring together news from different news providers,11,8,3,-,-,2,2,2,1,3,3,3,-,5,2,-,-,2,1,-,-,2,1,1,1,-,9
Table 102,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 9th to 11th October 2020,Instagram,10,7,3,5,4,2,*,-,1,1,3,4,-,3,*,-,1,-,1,-,-,-,6,-,1,-,9
Table 102,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 9th to 11th October 2020,WhatsApp group(s),8,4,5,2,2,4,*,-,2,-,4,5,-,-,3,-,1,-,-,-,-,-,5,-,-,-,6
Table 102,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 9th to 11th October 2020,YouTube,8,4,4,2,2,-,1,-,3,1,5,2,-,1,1,-,-,-,-,-,1,-,2,2,1,-,5
Table 102,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 9th to 11th October 2020,Snapchat,7,1,6,6,6,1,-,-,-,-,3,4,-,-,-,-,2,-,-,-,-,-,3,1,-,-,7
Table 102,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 9th to 11th October 2020,WhatsApp,6,1,6,4,4,-,1,-,1,-,3,2,-,1,-,-,2,-,-,-,-,-,3,*,1,-,6
Table 102,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 9th to 11th October 2020,Weighted base,141,78*,63*,24**,22**,31**,21**,17**,22**,26**,51*,42*,15**,32*,10**,4**,11**,10**,8**,10**,7**,14**,23**,21**,19**,3**,120
Table 102,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 9th to 11th October 2020,People in your local area/neighbourhood,5,2,3,2,2,-,1,1,-,2,3,1,-,2,1,-,-,3,-,1,-,1,-,-,-,-,5
Table 102,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 9th to 11th October 2020,Facebook messenger,5,3,2,2,2,-,-,-,3,-,1,2,-,1,-,-,1,-,-,-,-,-,2,-,1,-,5
Table 102,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 9th to 11th October 2020,“Mid-market tabloids” such as MailOnline or Express ( online ),5,3,2,1,-,2,*,-,2,-,3,1,-,-,*,-,*,-,-,-,-,1,1,2,-,-,4
Table 102,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 9th to 11th October 2020,Sky,5,5,-,2,2,1,-,-,2,-,2,-,1,2,-,-,-,1,1,-,-,-,3,-,-,-,5
Table 102,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 9th to 11th October 2020,Official scientists,4,-,4,-,-,-,2,-,2,1,2,2,-,1,-,-,-,-,-,-,-,-,1,4,-,-,4
Table 102,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 9th to 11th October 2020,Commercial Radio,4,2,3,2,2,2,-,-,-,*,1,-,2,2,-,-,-,-,2,*,-,-,2,-,-,-,4
Table 102,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 9th to 11th October 2020,Direct from NHS website/ email/ text/ post,4,4,-,-,-,-,2,-,1,1,2,-,2,-,-,1,-,-,1,-,-,2,-,-,-,-,4
Table 102,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 9th to 11th October 2020,Unspecified social media,4,1,3,-,-,-,1,-,2,1,1,1,2,-,-,-,-,-,1,-,1,1,-,-,1,-,3
Table 102,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 9th to 11th October 2020,Direct from World Health Organisation (WHO) website/ email/ text/ post,4,4,-,2,2,1,-,-,1,-,1,1,2,-,-,-,-,-,3,-,-,-,1,-,-,-,4
Table 102,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 9th to 11th October 2020,“Red-top tabloids” such as The Sun or Mirror ( online ),4,3,1,-,-,1,1,2,-,-,1,1,-,2,-,-,1,1,1,-,-,-,-,-,-,1,3
Table 102,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 9th to 11th October 2020,Weighted base,141,78*,63*,24**,22**,31**,21**,17**,22**,26**,51*,42*,15**,32*,10**,4**,11**,10**,8**,10**,7**,14**,23**,21**,19**,3**,120
Table 102,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 9th to 11th October 2020,"Websites/apps of online news organisations like Buzzfeed, Huffington Post, Vice, etc.",4,3,1,-,-,2,-,-,1,*,2,1,-,1,1,-,-,-,-,-,-,-,1,1,1,-,3
Table 102,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 9th to 11th October 2020,Direct from UK Government website/ email/ text/ post,4,3,1,-,-,-,2,-,1,1,2,-,2,-,-,-,-,-,1,-,-,2,-,-,1,-,4
Table 102,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 9th to 11th October 2020,BBC - Radio,4,1,2,-,-,-,-,1,1,2,1,1,1,1,-,-,-,2,-,1,-,-,-,-,1,-,4
Table 102,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 9th to 11th October 2020,ITV,3,3,1,-,-,-,1,-,3,-,1,-,1,1,1,-,-,1,1,-,-,-,1,-,-,-,3
Table 102,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 9th to 11th October 2020,“Broadsheets” such as The Times or Guardian ( online ),3,2,2,-,-,-,-,2,2,-,2,1,-,1,-,-,-,-,-,1,-,-,-,2,-,1,2
Table 102,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 9th to 11th October 2020,“Mid-market tabloids” such as The Daily Mail or Daily Express ( printed ),3,1,2,-,-,1,-,-,-,2,2,-,-,1,-,-,-,1,-,-,-,-,-,1,1,-,3
Table 102,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 9th to 11th October 2020,Email,2,2,-,-,-,1,-,-,2,-,-,-,-,2,2,-,-,-,-,-,-,-,-,-,1,-,1
Table 102,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 9th to 11th October 2020,Channel 5,2,2,-,-,-,1,-,-,-,1,2,-,-,-,-,1,-,-,-,-,-,-,1,-,-,-,2
Table 102,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 9th to 11th October 2020,“Red-top tabloids” such as The Sun or Daily Mirror ( printed ),2,2,-,-,-,1,-,1,-,-,-,1,-,1,-,-,1,-,-,-,-,-,-,-,-,1,1
Table 102,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 9th to 11th October 2020,Community radio,2,2,-,2,2,-,-,-,-,-,-,-,2,-,-,-,-,-,2,-,-,-,-,-,-,-,2
Table 102,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 9th to 11th October 2020,Weighted base,141,78*,63*,24**,22**,31**,21**,17**,22**,26**,51*,42*,15**,32*,10**,4**,11**,10**,8**,10**,7**,14**,23**,21**,19**,3**,120
Table 102,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 9th to 11th October 2020,Podcasts,2,1,1,-,-,-,2,-,-,-,1,1,-,-,-,-,-,1,-,-,-,-,-,1,-,-,2
Table 102,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 9th to 11th October 2020,Celebrity and/or social media influencer,2,-,2,-,-,-,-,-,2,-,2,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,2
Table 102,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 9th to 11th October 2020,Magazines,1,1,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,1
Table 102,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 9th to 11th October 2020,“Broadsheets” such as The Times or Guardian,1,1,-,-,-,-,-,-,-,1,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1
Table 102,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 9th to 11th October 2020,BBC - Online/ app,1,1,-,-,-,-,1,-,*,-,-,1,-,-,-,*,-,-,-,-,-,1,-,-,-,-,1
Table 102,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 9th to 11th October 2020,"Smart speaker (e.g. Amazon Echo, Google Home)",1,1,-,-,-,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1
Table 102,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 9th to 11th October 2020,Channel 4,1,1,-,-,-,-,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
Table 102,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 9th to 11th October 2020,Direct from Northern Ireland Government website/ email/ text/ post,1,1,-,-,-,-,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
Table 102,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 9th to 11th October 2020,Direct from Local health service website/ email/ text/ post,1,1,-,1,1,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,1
Table 102,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 9th to 11th October 2020,"Non-mainstream news sources such as Russia Today, Breitbart, Swawkbox etc",1,1,-,-,-,-,-,-,-,1,-,-,-,1,-,-,-,-,-,-,1,-,-,-,-,-,-
Table 102,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 9th to 11th October 2020,Weighted base,141,78*,63*,24**,22**,31**,21**,17**,22**,26**,51*,42*,15**,32*,10**,4**,11**,10**,8**,10**,7**,14**,23**,21**,19**,3**,120
Table 102,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 9th to 11th October 2020,Other,11,5,6,2,-,1,3,1,1,4,2,6,2,2,-,-,-,1,2,1,2,1,2,2,2,-,10
Table 102,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 9th to 11th October 2020,NET: Broadcasters,16,11,5,4,4,1,2,3,3,3,5,3,3,5,1,2,-,2,2,1,-,1,3,2,1,1,14
Table 102,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 9th to 11th October 2020,NET: Non-BBC broadcasters,8,8,1,2,2,1,1,1,3,1,3,1,1,3,1,1,-,1,1,-,-,-,3,-,-,1,6
Table 102,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 9th to 11th October 2020,NET: BBC services,14,10,4,4,4,1,1,2,3,3,5,2,3,4,1,2,-,2,2,1,-,1,3,2,1,-,13
Table 102,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 9th to 11th October 2020,NET: Newspapers (printed and online),15,9,5,1,-,4,1,3,2,3,8,2,-,5,*,1,3,2,1,1,-,1,1,3,1,1,13
Table 102,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 9th to 11th October 2020,NET: Officials,14,9,5,3,3,1,4,1,3,3,6,4,4,1,-,1,1,-,3,-,-,2,2,4,1,1,13
Table 102,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 9th to 11th October 2020,NET: Social Media,84,43,41,20,19,17,10,13,11,13,34,21,9,20,5,3,9,5,4,9,3,7,13,13,12,1,75
Table 102,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 9th to 11th October 2020,NET: Facebook (Facebook and Facebook Messenger),61,33,29,8,8,17,4,12,8,12,27,15,5,15,4,3,6,5,4,7,-,5,9,8,9,1,56
Table 102,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 9th to 11th October 2020,NET: WhatsApp (WhatsApp and WhatsApp groups),12,4,8,4,4,4,1,-,3,-,7,5,-,1,3,-,3,-,-,-,-,-,5,*,1,-,10
Table 102,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 9th to 11th October 2020,NET: Closed groups,11,7,5,2,2,4,*,-,5,-,5,5,-,1,3,-,3,-,-,-,-,-,5,-,1,-,8
Table 102,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 9th to 11th October 2020,NET: Other online news sources,14,10,3,-,-,4,2,2,2,3,4,4,-,7,2,-,-,2,1,-,1,2,1,2,2,-,11
Table 102,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 9th to 11th October 2020,NET: Family/friends/ local ppl,19,11,8,3,3,6,2,3,*,3,7,7,1,4,1,2,1,3,-,2,-,1,3,3,1,2,16
Table 102,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 9th to 11th October 2020,Weighted base,141,78*,63*,24**,22**,31**,21**,17**,22**,26**,51*,42*,15**,32*,10**,4**,11**,10**,8**,10**,7**,14**,23**,21**,19**,3**,120
Table 102,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 9th to 11th October 2020,NET: Traditional media,29,18,11,6,5,8,3,3,5,5,10,4,5,10,1,2,3,3,4,1,-,2,6,5,2,1,27
